Period,Country,Sector,Subsector,Flow,Value,Marker
year/2018,romania,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,romania,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,romania,cultural-sector,cultural-education,imports,0.0,
year/2018,romania,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,romania,audio-visual,audio-visual,imports,9.3559076613552,
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,23.8707420020217,
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,0.9867689847893,
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,37.2004004754491,
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,suppressed
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,sport,imports,0.0,suppressed
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,4.1975281301482,
year/2018,slovakia,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,39.3055982518669,
year/2018,slovakia,creative-industries,advertising-and-marketing,imports,1.1374480498178,
year/2018,slovakia,creative-industries,architecture,imports,0.0,suppressed
year/2018,slovakia,creative-industries,crafts,imports,0.0,
year/2018,slovakia,creative-industries,design-and-designer-fashion,imports,0.0,suppressed
year/2018,slovakia,creative-industries,film-tv-radio-and-photography,imports,0.9304832705033,
year/2018,slovakia,creative-industries,it-software-and-computer-services,imports,20.9950548376507,
year/2018,slovakia,creative-industries,publishing,imports,0.122549225811992,
year/2018,slovakia,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,slovakia,creative-industries,music-performing-and-visual-arts,imports,0.0,suppressed
year/2018,slovakia,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,
year/2018,slovakia,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,suppressed
year/2018,slovakia,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,0.0033697538098917,
year/2018,slovakia,digital-sector,software-publishing,imports,0.0,suppressed
year/2018,slovakia,digital-sector,film-tv-video-radio-and-music,imports,0.9744832705033,
year/2018,slovakia,digital-sector,telecommunications,imports,4.1975281301482,
year/2018,slovakia,digital-sector,computer-programming-consultancy-and-related-activities,imports,20.5998372515977,
year/2018,slovakia,digital-sector,information-service-activities,imports,2.26953842339,
year/2018,slovakia,digital-sector,repair-of-computers-and-communication-equipment,imports,0.055,
year/2018,slovakia,cultural-sector,arts,imports,0.0,suppressed
year/2018,slovakia,cultural-sector,film-tv-and-music,imports,0.9744832705033,
year/2018,slovakia,cultural-sector,radio,imports,0.0,
year/2018,slovakia,cultural-sector,photography,imports,0.0,suppressed
year/2018,slovakia,cultural-sector,cultural-crafts,imports,0.0,
year/2018,slovakia,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,slovakia,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,slovakia,cultural-sector,cultural-education,imports,0.0,
year/2018,slovakia,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,slovakia,audio-visual,audio-visual,imports,1.2574832705033,
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,10.8866446709037,
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,3.4800983184196,
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,16.2773164852721,
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,suppressed
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,sport,imports,0.0,suppressed
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,3.947873290603,
year/2018,slovenia,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,17.6970963421458,
year/2018,slovenia,creative-industries,advertising-and-marketing,imports,0.0,suppressed
year/2018,slovenia,creative-industries,architecture,imports,0.0,suppressed
year/2018,slovenia,creative-industries,crafts,imports,0.0,
year/2018,slovenia,creative-industries,design-and-designer-fashion,imports,0.0,
year/2018,slovenia,creative-industries,film-tv-radio-and-photography,imports,3.4690983184196,
year/2018,slovenia,creative-industries,it-software-and-computer-services,imports,6.812045413507,
year/2018,slovenia,creative-industries,publishing,imports,0.219680892894092,
year/2018,slovenia,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,slovenia,creative-industries,music-performing-and-visual-arts,imports,0.0,suppressed
year/2018,slovenia,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,suppressed
year/2018,slovenia,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,suppressed
year/2018,slovenia,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,0.0915757238533917,
year/2018,slovenia,digital-sector,software-publishing,imports,0.0,suppressed
year/2018,slovenia,digital-sector,film-tv-video-radio-and-music,imports,3.4700983184196,
year/2018,slovenia,digital-sector,telecommunications,imports,3.947873290603,
year/2018,slovenia,digital-sector,computer-programming-consultancy-and-related-activities,imports,7.477424928072,
year/2018,slovenia,digital-sector,information-service-activities,imports,0.0,suppressed
year/2018,slovenia,digital-sector,repair-of-computers-and-communication-equipment,imports,0.0,
year/2018,slovenia,cultural-sector,arts,imports,0.0,suppressed
year/2018,slovenia,cultural-sector,film-tv-and-music,imports,3.4640983184196,
year/2018,slovenia,cultural-sector,radio,imports,0.0,suppressed
year/2018,slovenia,cultural-sector,photography,imports,0.0,
year/2018,slovenia,cultural-sector,cultural-crafts,imports,0.0,
year/2018,slovenia,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,slovenia,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,slovenia,cultural-sector,cultural-education,imports,0.0,
year/2018,slovenia,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,slovenia,audio-visual,audio-visual,imports,3.4750983184196,
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,389.397711747511,
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,92.1385877631621,
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,592.003110129036,
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,suppressed
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,sport,imports,167.41826620331,
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,99.165585597423,
year/2018,spain,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,822.927061825307,
year/2018,spain,creative-industries,advertising-and-marketing,imports,54.819612333426,
year/2018,spain,creative-industries,architecture,imports,1.520065417412,
year/2018,spain,creative-industries,crafts,imports,0.0,
year/2018,spain,creative-industries,design-and-designer-fashion,imports,4.1180285639296,
year/2018,spain,creative-industries,film-tv-radio-and-photography,imports,90.5654856052074,
year/2018,spain,creative-industries,it-software-and-computer-services,imports,224.670801135071,
year/2018,spain,creative-industries,publishing,imports,12.1306165345113,
year/2018,spain,creative-industries,museums-galleries-and-libraries,imports,0.2412,
year/2018,spain,creative-industries,music-performing-and-visual-arts,imports,1.3319021579547,
year/2018,spain,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,suppressed
year/2018,spain,digital-sector,wholesale-of-computers-and-electronics,imports,69.7812874275408,
year/2018,spain,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,10.6696455903433,
year/2018,spain,digital-sector,software-publishing,imports,3.7480522768,
year/2018,spain,digital-sector,film-tv-video-radio-and-music,imports,90.7128804286314,
year/2018,spain,digital-sector,telecommunications,imports,99.165585597423,
year/2018,spain,digital-sector,computer-programming-consultancy-and-related-activities,imports,275.359272205198,
year/2018,spain,digital-sector,information-service-activities,imports,31.7202663375098,
year/2018,spain,digital-sector,repair-of-computers-and-communication-equipment,imports,0.0,suppressed
year/2018,spain,cultural-sector,arts,imports,0.9493951027447,
year/2018,spain,cultural-sector,film-tv-and-music,imports,90.6928804286314,
year/2018,spain,cultural-sector,radio,imports,0.0,suppressed
year/2018,spain,cultural-sector,photography,imports,0.235112231786,
year/2018,spain,cultural-sector,cultural-crafts,imports,0.0,
year/2018,spain,cultural-sector,museums-and-galleries,imports,0.0,suppressed
year/2018,spain,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,spain,cultural-sector,cultural-education,imports,0.0,
year/2018,spain,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,spain,audio-visual,audio-visual,imports,91.2378398408564,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,313.031788573925,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,121.039203450873,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,540.946540220931,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0979453267634,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,sport,imports,1.637841416357,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,91.0747677275234,
year/2018,sweden,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,584.986683437971,
year/2018,sweden,creative-industries,advertising-and-marketing,imports,39.7485177406195,
year/2018,sweden,creative-industries,architecture,imports,0.48209589041,
year/2018,sweden,creative-industries,crafts,imports,0.0,suppressed
year/2018,sweden,creative-industries,design-and-designer-fashion,imports,0.723915254237,
year/2018,sweden,creative-industries,film-tv-radio-and-photography,imports,92.4051650797006,
year/2018,sweden,creative-industries,it-software-and-computer-services,imports,142.5625574139,
year/2018,sweden,creative-industries,publishing,imports,8.47549882388629,
year/2018,sweden,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,sweden,creative-industries,music-performing-and-visual-arts,imports,28.5560383711722,
year/2018,sweden,digital-sector,manufacturing-of-electronics-and-computers,imports,0.1547732244286,
year/2018,sweden,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,suppressed
year/2018,sweden,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,7.69478916802399,
year/2018,sweden,digital-sector,software-publishing,imports,0.0,suppressed
year/2018,sweden,digital-sector,film-tv-video-radio-and-music,imports,120.470085518082,
year/2018,sweden,digital-sector,telecommunications,imports,91.0747677275234,
year/2018,sweden,digital-sector,computer-programming-consultancy-and-related-activities,imports,203.443392257535,
year/2018,sweden,digital-sector,information-service-activities,imports,2.1595242815862,
year/2018,sweden,digital-sector,repair-of-computers-and-communication-equipment,imports,0.0,suppressed
year/2018,sweden,cultural-sector,arts,imports,0.3621179327913,
year/2018,sweden,cultural-sector,film-tv-and-music,imports,120.430085518081,
year/2018,sweden,cultural-sector,radio,imports,0.0,suppressed
year/2018,sweden,cultural-sector,photography,imports,0.0,suppressed
year/2018,sweden,cultural-sector,cultural-crafts,imports,0.0,
year/2018,sweden,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,sweden,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,sweden,cultural-sector,cultural-education,imports,0.0,
year/2018,sweden,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,sweden,audio-visual,audio-visual,imports,121.227996815936,
year/2018,eu-institutions,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,20.3149783596626,
year/2018,eu-institutions,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,0.0,suppressed
year/2018,eu-institutions,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,28.2461786595626,
year/2018,eu-institutions,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,
year/2018,eu-institutions,dcms-sectors-exc-tourism-and-civil-society,sport,imports,0.0,
year/2018,eu-institutions,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,0.0,suppressed
year/2018,eu-institutions,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,28.2461786595626,
year/2018,eu-institutions,creative-industries,advertising-and-marketing,imports,0.0,
year/2018,eu-institutions,creative-industries,architecture,imports,0.0,
year/2018,eu-institutions,creative-industries,crafts,imports,0.0,
year/2018,eu-institutions,creative-industries,design-and-designer-fashion,imports,0.0,
year/2018,eu-institutions,creative-industries,film-tv-radio-and-photography,imports,0.0,suppressed
year/2018,eu-institutions,creative-industries,it-software-and-computer-services,imports,19.8356156444626,
year/2018,eu-institutions,creative-industries,publishing,imports,0.0,suppressed
year/2018,eu-institutions,creative-industries,museums-galleries-and-libraries,imports,0.0,
year/2018,eu-institutions,creative-industries,music-performing-and-visual-arts,imports,0.0,
year/2018,eu-institutions,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,
year/2018,eu-institutions,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,
year/2018,eu-institutions,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,0.0,
year/2018,eu-institutions,digital-sector,software-publishing,imports,0.0,
year/2018,eu-institutions,digital-sector,film-tv-video-radio-and-music,imports,0.0,suppressed
year/2018,eu-institutions,digital-sector,telecommunications,imports,0.0,suppressed
year/2018,eu-institutions,digital-sector,computer-programming-consultancy-and-related-activities,imports,19.8356156444626,
year/2018,eu-institutions,digital-sector,information-service-activities,imports,0.0,suppressed
year/2018,eu-institutions,digital-sector,repair-of-computers-and-communication-equipment,imports,0.0,
year/2018,eu-institutions,cultural-sector,arts,imports,0.0,
year/2018,eu-institutions,cultural-sector,film-tv-and-music,imports,0.0,suppressed
year/2018,eu-institutions,cultural-sector,radio,imports,0.0,
year/2018,eu-institutions,cultural-sector,photography,imports,0.0,
year/2018,eu-institutions,cultural-sector,cultural-crafts,imports,0.0,suppressed
year/2018,eu-institutions,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,eu-institutions,cultural-sector,library-and-archives,imports,0.0,
year/2018,eu-institutions,cultural-sector,cultural-education,imports,0.0,
year/2018,eu-institutions,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,eu-institutions,audio-visual,audio-visual,imports,0.0,suppressed
year/2018,rest-of-europe,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,1983.60508210287,
year/2018,rest-of-europe,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,289.629994245739,
year/2018,rest-of-europe,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,4183.06732385551,
year/2018,rest-of-europe,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.759626185454,
year/2018,rest-of-europe,dcms-sectors-exc-tourism-and-civil-society,sport,imports,101.791726348547,
year/2018,rest-of-europe,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,219.53367665285,
year/2018,rest-of-europe,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,4373.39894390243,
year/2018,rest-of-europe,creative-industries,advertising-and-marketing,imports,47.3643293941506,
year/2018,rest-of-europe,creative-industries,architecture,imports,1.044,
year/2018,rest-of-europe,creative-industries,crafts,imports,0.0,suppressed
year/2018,rest-of-europe,creative-industries,design-and-designer-fashion,imports,5.7542127130497,
year/2018,rest-of-europe,creative-industries,film-tv-radio-and-photography,imports,278.565634834204,
year/2018,rest-of-europe,creative-industries,it-software-and-computer-services,imports,1559.30258524772,
year/2018,rest-of-europe,creative-industries,publishing,imports,80.5099605022047,
year/2018,rest-of-europe,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,rest-of-europe,creative-industries,music-performing-and-visual-arts,imports,9.9887338822736,
year/2018,rest-of-europe,digital-sector,manufacturing-of-electronics-and-computers,imports,1.9567623477264,
year/2018,rest-of-europe,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,suppressed
year/2018,rest-of-europe,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,51.9507745286813,
year/2018,rest-of-europe,digital-sector,software-publishing,imports,8.178616109692,
year/2018,rest-of-europe,digital-sector,film-tv-video-radio-and-music,imports,284.571454813543,
year/2018,rest-of-europe,digital-sector,telecommunications,imports,219.53367665285,
year/2018,rest-of-europe,digital-sector,computer-programming-consultancy-and-related-activities,imports,2128.206113632,
year/2018,rest-of-europe,digital-sector,information-service-activities,imports,0.0,suppressed
year/2018,rest-of-europe,digital-sector,repair-of-computers-and-communication-equipment,imports,0.0,suppressed
year/2018,rest-of-europe,cultural-sector,arts,imports,2.7737048633847,
year/2018,rest-of-europe,cultural-sector,film-tv-and-music,imports,283.978454813543,
year/2018,rest-of-europe,cultural-sector,radio,imports,0.0,suppressed
year/2018,rest-of-europe,cultural-sector,photography,imports,0.0,suppressed
year/2018,rest-of-europe,cultural-sector,cultural-crafts,imports,0.0,suppressed
year/2018,rest-of-europe,cultural-sector,museums-and-galleries,imports,0.0,suppressed
year/2018,rest-of-europe,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,rest-of-europe,cultural-sector,cultural-education,imports,0.0,
year/2018,rest-of-europe,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,suppressed
year/2018,rest-of-europe,audio-visual,audio-visual,imports,1170.15233356888,
year/2018,iceland,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,4.75041645977828,
year/2018,iceland,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,1.8926368453896,
year/2018,iceland,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,14.6267800626407,
year/2018,iceland,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,
year/2018,iceland,dcms-sectors-exc-tourism-and-civil-society,sport,imports,0.0,suppressed
year/2018,iceland,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,7.0382606727722,
year/2018,iceland,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,15.4129679928557,
year/2018,iceland,creative-industries,advertising-and-marketing,imports,0.0,suppressed
year/2018,iceland,creative-industries,architecture,imports,0.0,
year/2018,iceland,creative-industries,crafts,imports,0.0,
year/2018,iceland,creative-industries,design-and-designer-fashion,imports,0.0,
year/2018,iceland,creative-industries,film-tv-radio-and-photography,imports,1.2916368453896,
year/2018,iceland,creative-industries,it-software-and-computer-services,imports,2.2661585454364,
year/2018,iceland,creative-industries,publishing,imports,0.248433138737283,
year/2018,iceland,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,iceland,creative-industries,music-performing-and-visual-arts,imports,0.592,
year/2018,iceland,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,
year/2018,iceland,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,suppressed
year/2018,iceland,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,0.215433138737283,
year/2018,iceland,digital-sector,software-publishing,imports,0.0,
year/2018,iceland,digital-sector,film-tv-video-radio-and-music,imports,1.5596368453896,
year/2018,iceland,digital-sector,telecommunications,imports,7.0382606727722,
year/2018,iceland,digital-sector,computer-programming-consultancy-and-related-activities,imports,2.5913825727124,
year/2018,iceland,digital-sector,information-service-activities,imports,0.0,suppressed
year/2018,iceland,digital-sector,repair-of-computers-and-communication-equipment,imports,0.0,
year/2018,iceland,cultural-sector,arts,imports,0.0,suppressed
year/2018,iceland,cultural-sector,film-tv-and-music,imports,1.5596368453896,
year/2018,iceland,cultural-sector,radio,imports,0.0,
year/2018,iceland,cultural-sector,photography,imports,0.0,
year/2018,iceland,cultural-sector,cultural-crafts,imports,0.0,
year/2018,iceland,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,iceland,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,iceland,cultural-sector,cultural-education,imports,0.0,
year/2018,iceland,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,iceland,audio-visual,audio-visual,imports,1.7626368453896,
year/2018,liechtenstein,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,0.611988589299492,
year/2018,liechtenstein,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,0.0,suppressed
year/2018,liechtenstein,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,0.684546202856092,
year/2018,liechtenstein,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,
year/2018,liechtenstein,dcms-sectors-exc-tourism-and-civil-society,sport,imports,0.0,suppressed
year/2018,liechtenstein,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,5.6692775e-06,
year/2018,liechtenstein,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,0.0,suppressed
year/2018,liechtenstein,creative-industries,advertising-and-marketing,imports,0.0,suppressed
year/2018,liechtenstein,creative-industries,architecture,imports,0.0,
year/2018,liechtenstein,creative-industries,crafts,imports,0.0,
year/2018,liechtenstein,creative-industries,design-and-designer-fashion,imports,0.0,
year/2018,liechtenstein,creative-industries,film-tv-radio-and-photography,imports,0.0,suppressed
year/2018,liechtenstein,creative-industries,it-software-and-computer-services,imports,0.0,suppressed
year/2018,liechtenstein,creative-industries,publishing,imports,0.0,suppressed
year/2018,liechtenstein,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,liechtenstein,creative-industries,music-performing-and-visual-arts,imports,0.0,suppressed
year/2018,liechtenstein,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,
year/2018,liechtenstein,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,
year/2018,liechtenstein,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,0.0,suppressed
year/2018,liechtenstein,digital-sector,software-publishing,imports,0.0,
year/2018,liechtenstein,digital-sector,film-tv-video-radio-and-music,imports,0.0,suppressed
year/2018,liechtenstein,digital-sector,telecommunications,imports,5.6692775e-06,
year/2018,liechtenstein,digital-sector,computer-programming-consultancy-and-related-activities,imports,0.0,suppressed
year/2018,liechtenstein,digital-sector,information-service-activities,imports,0.0,suppressed
year/2018,liechtenstein,digital-sector,repair-of-computers-and-communication-equipment,imports,0.0,suppressed
year/2018,liechtenstein,cultural-sector,arts,imports,0.0,
year/2018,liechtenstein,cultural-sector,film-tv-and-music,imports,0.0,suppressed
year/2018,liechtenstein,cultural-sector,radio,imports,0.0,
year/2018,liechtenstein,cultural-sector,photography,imports,0.0,
year/2018,liechtenstein,cultural-sector,cultural-crafts,imports,0.0,
year/2018,liechtenstein,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,liechtenstein,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,liechtenstein,cultural-sector,cultural-education,imports,0.0,
year/2018,liechtenstein,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,liechtenstein,audio-visual,audio-visual,imports,0.1930106554359,
year/2018,norway,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,139.823485402164,
year/2018,norway,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,77.6954066688788,
year/2018,norway,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,254.283668232978,
year/2018,norway,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,suppressed
year/2018,norway,dcms-sectors-exc-tourism-and-civil-society,sport,imports,1.93,
year/2018,norway,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,25.8517544028631,
year/2018,norway,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,261.453208822976,
year/2018,norway,creative-industries,advertising-and-marketing,imports,4.7721225852049,
year/2018,norway,creative-industries,architecture,imports,0.0,
year/2018,norway,creative-industries,crafts,imports,0.0,
year/2018,norway,creative-industries,design-and-designer-fashion,imports,0.0,suppressed
year/2018,norway,creative-industries,film-tv-radio-and-photography,imports,76.2562834428994,
year/2018,norway,creative-industries,it-software-and-computer-services,imports,55.810728054281,
year/2018,norway,creative-industries,publishing,imports,1.38932413899595,
year/2018,norway,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,norway,creative-industries,music-performing-and-visual-arts,imports,1.4181232259794,
year/2018,norway,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,suppressed
year/2018,norway,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,suppressed
year/2018,norway,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,1.18522557495695,
year/2018,norway,digital-sector,software-publishing,imports,0.0,suppressed
year/2018,norway,digital-sector,film-tv-video-radio-and-music,imports,77.5880196274334,
year/2018,norway,digital-sector,telecommunications,imports,25.8517544028631,
year/2018,norway,digital-sector,computer-programming-consultancy-and-related-activities,imports,59.2332572257631,
year/2018,norway,digital-sector,information-service-activities,imports,0.7087632828965,
year/2018,norway,digital-sector,repair-of-computers-and-communication-equipment,imports,0.0,suppressed
year/2018,norway,cultural-sector,arts,imports,0.0823870414454,
year/2018,norway,cultural-sector,film-tv-and-music,imports,77.5740196274334,
year/2018,norway,cultural-sector,radio,imports,0.0,suppressed
year/2018,norway,cultural-sector,photography,imports,0.0,suppressed
year/2018,norway,cultural-sector,cultural-crafts,imports,0.0,
year/2018,norway,cultural-sector,museums-and-galleries,imports,0.0,
year/2018,norway,cultural-sector,library-and-archives,imports,0.0,suppressed
year/2018,norway,cultural-sector,cultural-education,imports,0.0,
year/2018,norway,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,imports,0.0,
year/2018,norway,audio-visual,audio-visual,imports,78.8207030378285,
year/2018,switzerland,dcms-sectors-exc-tourism-and-civil-society,creative-industries,imports,717.928067824731,
year/2018,switzerland,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,imports,177.526613268077,
year/2018,switzerland,dcms-sectors-exc-tourism-and-civil-society,digital-sector,imports,2188.02997180473,
year/2018,switzerland,dcms-sectors-exc-tourism-and-civil-society,gambling,imports,0.0,suppressed
year/2018,switzerland,dcms-sectors-exc-tourism-and-civil-society,sport,imports,14.80775806452,
year/2018,switzerland,dcms-sectors-exc-tourism-and-civil-society,telecoms,imports,89.3837657972028,
year/2018,switzerland,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,imports,2227.16727421598,
year/2018,switzerland,creative-industries,advertising-and-marketing,imports,16.2024200803006,
year/2018,switzerland,creative-industries,architecture,imports,0.0,suppressed
year/2018,switzerland,creative-industries,crafts,imports,0.0,
year/2018,switzerland,creative-industries,design-and-designer-fashion,imports,3.4106307921497,
year/2018,switzerland,creative-industries,film-tv-radio-and-photography,imports,173.723505872605,
year/2018,switzerland,creative-industries,it-software-and-computer-services,imports,505.225107692945,
year/2018,switzerland,creative-industries,publishing,imports,15.0802959912587,
year/2018,switzerland,creative-industries,museums-galleries-and-libraries,imports,0.0,suppressed
year/2018,switzerland,creative-industries,music-performing-and-visual-arts,imports,2.9401073954718,
year/2018,switzerland,digital-sector,manufacturing-of-electronics-and-computers,imports,0.0,suppressed
year/2018,switzerland,digital-sector,wholesale-of-computers-and-electronics,imports,0.0,suppressed
year/2018,switzerland,digital-sector,publishing-excluding-translation-and-interpretation-activities,imports,14.2263774657861,
year/2018,switzerland,digital-sector,software-publishing,imports,4.04285464944,
year/2018,switzerland,digital-sector,film-tv-video-radio-and-music,imports,174.523455569705,
year/2018,switzerland,digital-sector,telecommunications,imports,89.3837657972028,
year/2018,switzerland,digital-sector,computer-programming-consultancy-and-related-activities,imports,617.654355865186,
year/2018,switzerland,digital-sector,information-service-activities,imports,0.0,suppressed
year/2018,switzerland,digital-sector,repair-of-computers-and-communication-equipment,imports,1.690713870669,
year/2018,switzerland,cultural-sector,arts,imports,2.1331576983718,
year/2018,switzerland,cultural-sector,film-tv-and-music,imports,173.948455569705,
year/2018,switzerland,cultural-sector,radio,imports,0.0,suppressed
year/2018,switzerland,cultural-sector,photography,imports,0.0,suppressed
